Summary,Sentiment,Rate
like the product little bit noisy but due to 1000 watt motor speed sounds seems okk u can every type of juices and shakes,positive,5.0
it is very very nice phone awesome lookingi love this,positive,5.0
good product have been using it since 20 days does what it says,positive,5.0
material is good but color olive green is not as shown in picture,positive,3.0
every thing is good but its not a secondary drive only c drive is available in the same how to create another driver please guide me,positive,4.0
good sound bar in this price fast connect to blue tooth notification sound is decent and over all value for money,positive,5.0
nice socks quality is also good best in this price range,positive,4.0
valu of money i recommend you guys must buy this product thank you flipcart,positive,5.0
after using 23 month it has no issue great product,positive,4.0
this product is very good because his part is very strong this is very good quality,positive,5.0
i am enjoying using this food processor it really saves my time chopping vegetables making dough shredding vegetables or making juice is very easyalso it doesnt take much time to clean it,positive,5.0
very thin and light laptop easy to handle nice built qualitydisplayand track pad,positive,5.0
i hv gifted it to my momshe is very happy after getting itproduct is also very good and impressive go for it,positive,4.0
good quality save money i used to connect realme tv,positive,4.0
i have been using it for 3 12 months the dishwasher is working well there has been no malfunctions the quality of the wash is good,positive,5.0
product is super powerful but heats up soon which is scary also there is burning smell coming from the motor,positive,2.0
awesome sound but little bit heavy robust construction perfect fit nothing can be found like this at such price i got it for only 1169 during bbd sale,positive,5.0
very nice product and best thing is made in india,positive,5.0
motorola has proved brand is always a brand thanks for keeping our faith in you motorola team superb performancehardy machinebuild quality,positive,5.0
it working very fast to heating waterafter many days it so good product,positive,4.0
super fast heating just loved it iam giving this review after using for 5months,positive,5.0
received the cycle todayits amazing worth of money anyone can buy this cycle with any hesitation,positive,5.0
my friend suggested to purchase it till now it worked fine and hoping will work fine future,positive,4.0
good for the household purposesinger has on call support and if any repairs we can call the support and they will provide the on door repair service,positive,5.0
